tipo do objeto,maps-user,nome por extenso,sigla,nome,importar,código das escolas,CNES - Cadastro Nacional de Estabelecimentos de Saúde,endereço,nº,complemento,bairro,preposição,Distrito,Sub-prefeitura,CeP,município,UF,DDD,telefone,fax,e-mail,Nome do Contato,Cargo do contato,Site,CNPJ,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Fonte,Link,Texto Link,Data,Fonte,Link,Texto link,Data,descrição,Referencia (links),Palavras-chave (nome do projeto),Palavras-chave,Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave (Estado),Palavra-chave (Trilha 1/Igarassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 4/Igirassu),público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,Projeto,Área de abrangência,horário de funcionamento,código conselho tutelar,diretoria de ensino,situação de funcionamento,latitude,longitude,Código da Escola Municipal,Palavra-chave,Palavra-chave,Programas oferecidos (Contraturno),Programas Sócio educativos (1)
O,http://maps.mootiro.org/user/profile/347,A Fundação Eufraten,,Fundação Eufraten,sim,,,Rua Nuno Álvares Pereira,72,,Vila Nogueira,na,Administração Regional 3,Região Centro,13088-020,Campinas,SP,19,3256-1966,,fbm@fundbezerramenezes.org.br,,,www.eufraten.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses, PSB – SCFV - Adolescentes e jovens de 15 a 24 anos, PSB - SCFV - Centros de Convivência Inclusivos e Intergeracionais",,Campinas,sem ponto,Fundação,São Paulo,Rede Socioassistencial,Região Centro,Administração Regional 3,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Espaço de Vivência e Convivência do Adolescente,TABA,Espaço de Vivência e Convivência do Adolescente,sim,,,Rua Barreto Leme,840,,Centro,na,Administração Regional 1,Região Centro, 13010-200,Campinas,SP,19,3305-0817,,espacotaba@espacotaba.org.br,,,www.espacotaba.blogspot.com,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSB – SCFV - Adolescentes e jovens de 15 a 24 anos,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Centro,Administração Regional 1,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Movimento Vida Melhor,MVM,Movimento Vida Melhor,sim,,,Rua Serra do Mirante,65,,Vila Nova São José,na,Administração Regional 10,Região Sul,13100-441,Campinas,SP,19, 3235-2159 / 3235-2415,,convim.mvm@terra.com.br financeiro.mvm@terra.com.br,,,www.disquedenunciacampinas.org,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PEM – Serviço especializado em abordagem social (Criança e Adolescente),,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 10,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Associação Beneficente Direito de Ser,,Associação Beneficente Direito de Ser,sim,,,Rua Ozualdo Rodrigues,120,,Jardim Campineiro,na,Administração Regional 4,Região Norte,13082-375,Campinas,SP,19,3246-0689,,contato@direitodeser.org.br,,,www.direitodeser.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses, PSB - SCFV - Adolescentes e jovens de 15 a 24 anos, PSEMC - PAEFI - I Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Norte,Administração Regional 4,,,,crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/169,O Centro de Recuperação e Educação Nutricional – CREN,,Centro de Recuperação e Educação Nutricional – CREN,sim,,,Rua Papiro do Egito,32,,Vila Jacuí,no,Distrito Vila Jacuí,Subprefeitura São Miguel Paulista,08071-050,São Paulo,SP,11,2546-0841/2541-5206,,diretoria_vj@cren.org.br/cren@cren.org.br,,,www.cren.org.br,,Desenvolvimento comunitário,,,,,,,,,,,,,,Educação e Sustentabilidade,sem ponto,Vila Jacuí,Associação,,São Paulo,,,,,Crianças e Adolescentes,Comunidade em geral,,,,,http://maps.mootiro.org/project/educacao-para-sao-paulo-uma-cidade-sustentavel,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Regional de Atenção aos Maus Tratos na Infância,CRAMI,Centro Regional de Atenção aos Maus Tratos na Infância,sim,,,Rua Suzeley Norma Bove,274,,Vila Brandina,na,Administração Regional 2,Região Centro,13092-542,Campinas,SP,19, 3251-1234,,crami@cramicampinas.org.br,,,www.cramicampinas.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSEMC - Potencialização do serviço de proteção e atendimento especializado a famílias e indivíduos, PSEMC - PAEFI - I Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos, PSEMC - PAEFI - I I Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Centro,Administração Regional 2,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Promocional Tia Ileide,CPTI,Centro Promocional Tia Ileide,sim,,,Rua Vladimir Pinto,37,,Chácara Boa Vista,no,Distrito Nova Aparecida,Região Norte,13068-560,Campinas,SP,19,3781-8090,,cpti.campinas@terra.com.br,,,www.cpti.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Centros de Convivência Inclusivos e Intergeracionais, PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses, PSB – SCFV - Adolescentes e jovens de 15 a 24 anos, PSB – PAIF - Potencialização do serviço de proteção e atendimento integral à família, PSEMC - PAEFI - I Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos, PSEMC - PAEFI - II Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Norte,Nova Aparecida,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro de Orientação ao Adolescente de Campinas,COMEC,Centro de Orientação ao Adolescente de Campinas,sim,,,Rua da Abolição,92,,Ponte Preta,na,Administração Regional 8,Região Sul,13041-445,Campinas,SP,19,3255-0764,,et@comec.org.br,,,www.comec.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSEMC - Potencialização do serviço de proteção social a adolescentes em cumprimento de medidas socioeducativas - Liberdade Assistida (LA), PSEMC - Potencialização do serviço de proteção social a adolescentes em cumprimento de medidas socioeducativas - Prestação de Serviços à Comunidade (PSC)",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 8,,,,comunidades,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro de Orientação Familiar,,Centro de Orientação Familiar,sim,,,Avenida Governador Pedro de Toledo,2082,,Bonfim,na,Administração Regional 4,Região Norte,13070-715,Campinas,SP,19,3234-8646,,cofamiliar@uol.com.br,,,www.cof.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSB - SCFV - Centros de Convivência Inclusivos e Intergeracionais,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Norte,Administração Regional 4,,,,pessoas que convivem com deficiência,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro de Estudos e Promoção da Mulher Marginalizada,CEPROMM,Centro de Estudos e Promoção da Mulher Marginalizada,sim,,,Rua Corumbataí,254,,Jardim Itatinga,na,Administração Regional 7,Região Sudoeste,13052-444,Campinas,SP,19,3225-0080,,cepromm@feac.org.br,,,www.cepromm.com.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses, PSB – SCFV - Adolescentes e jovens de 15 a 24 anos, PSEMC - PAEFI - I Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos, PSEMC - PAEFI - II Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sudoeste,Administração Regional 7,,,,crianças (4-6),crianças (7-12),adolescentes (13-17),famílias,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Social Bertoni,,Centro Social Bertoni,sim,,,Rua Maestro Jaime Lopes Diniz,66,,Jardim Nova Europa,na,Administração Regional 8,Região Sul,13040-067,Campinas,SP,19,3278-1515,,csbertoni@ig.com.br,,,www.centrosocialbertoni.org,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 8,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Educacional Integrado “Padre Santi Capriotti”,CEI,Centro Educacional Integrado “Padre Santi Capriotti”,sim,,,Rua Doutor Quirino,1856,,Centro,na,Administração Regional 1,Região Centro,13015-082,Campinas,SP,19, 3233-6560,,cei@feac.org.br,,,www.ceicampinas.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Centros de Convivência Inclusivos e Intergeracionais, PSEMC (T) - Programa de atenção às pessoas com deficiência",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Centro,Administração Regional 1,,,,pessoas que convivem com deficiência,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro de Educação e Assessoria Popular,CEDAP,Centro de Educação e Assessoria Popular,sim,,,Rua Barão de Atibaia,890,,Vila Itapura,na,Administração Regional 1,Região Centro,13023-011,Campinas,SP,19, 3235-1800,,cedap@cedap.org.br,,,www.cedap.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB – SCFV - Adolescentes e jovens de 15 a 24 anos, PSB – PAIF - Potencialização do serviço de proteção e atendimento integral à família, PSEMC - PAEFI – II Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações ",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Centro,Administração Regional 1,,,,adolescentes (13-17),jovens (18-25),famílias,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Sociedade dos Irmãos da Congregação de Santa Cruz,CECÓIA,Sociedade dos Irmãos da Congregação de Santa Cruz,sim,,,Rua XV de Novembro,75,,Sousas,no,Distrito Sousas,Região Leste, 13105-106,Campinas,SP,19, 3258-2257,,"serviçosocial@cecoia.org.br, marciaped@cecoia.org.br",,,www.cecoia.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses, PSB – SCFV - Adolescentes e jovens de 15 a 24 anos",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Leste,Sousas,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Instituto de Solidariedade para Programas de Alimentação,ISA,Instituto de Solidariedade para Programas de Alimentação,sim,,,Rodovia Dom Pedro I," SP 65, km 140 (junto à CEASA)",,Jardim Santa Mônica,na,Administração Regional 4,Região Norte,13082-902,Campinas,SP,19, 3746-1020,,isafeac@mpcnet.com.br,,,www.ceasacampinas.com.br/novo/Entidades5.asp,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSB - Benefício Eventual para famílias em situação de vulnerabilidade temporária,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Norte,Administração Regional 4,,,,,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Espírita Allan Kardec,,Centro Espírita Allan Kardec,sim,,,Rua Irmã Serafina,687,,Centro,na,Administração Regional 1,Região Centro,13015-201,Campinas,SP,19,3237-2019,,ceakceak@terra.com.br,,,www.ceak.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSB – SCFV - Adolescentes e jovens de 15 a 24 anos,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Centro,Administração Regional 1,,,,adolescentes (13-17),jovens (18-25),,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Casa da Criança Paralítica de Campinas,CCPC,Casa da Criança Paralítica de Campinas,sim,,,Rua Pedro Domingos Vitali,160,,Parque Itália,na,Administração Regional 6,Região Sul,13036-180,Campinas,SP,19,2127-7230,,ccpcoordenacao@terra.com.br,,,www.ccp.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSEMC (T) - Programa de atenção às pessoas com deficiência,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 6,,,,pessoas que convivem com deficiência,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Comunitário do Jardim Santa Lúcia,,Centro Comunitário do Jardim Santa Lúcia,sim,,,Avenida Carlos Lacerda,503,,Jardim Santa Lúcia,na,Administração Regional 7,Região Sudoeste,13060-518,Campinas,SP,19,3223-3080,,santalucia@ccjsantalucia.org.br,,,www.ccjsantalucia.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,"PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses, PSB – SCFV - Adolescentes e jovens de 15 a 24 anos, PSB - SCFV - Centros de Convivência Inclusivos e Intergeracionais, PSEMC - PAEFI - I Atendimento especializado às Famílias, crianças e adolescentes que vivenciam violações de direitos",,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sudoeste,Administração Regional 7,,,,crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro de Apoio e Integração do Surdocego e Múltiplo Deficiente,CAIS,Centro de Apoio e Integração do Surdocego e Múltiplo Deficiente,sim,,,Rua Afonso Pena,1611,,Vila Nova São José,na,Administração Regional 10,Região Sul,13100-440,Campinas,SP,19,3239-1456,,caiscampinas@ig.com.br,,,www.caiscampinas.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSEMC (T) - Programa de atenção às pessoas com deficiência,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 10,,,,pessoas que convivem com deficiência,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,O Centro Cultural Louis Braille de Campinas,,Centro Cultural Louis Braille de Campinas,sim,,,Avenida Antônio Carlos Sales Júnior,600,,Jardim Proença,na,Administração Regional 10,Região Sul,13100-410,Campinas,SP,19,3255-0764,,braille@feac.org.br,,,www.braille.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSEMC (T) - Programa de atenção às pessoas com deficiência,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 10,,,,pessoas que convivem com deficiência,,,,,,,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,"A Associação Assistencial, Promocional e Educacional Ressurreição",APER,"Associação Assistencial, Promocional e Educacional Ressurreição",sim,,,Rua Frei Gaspar da Madre de Deus,10,,Jardim Carlos Lourenço,na,Administração Regional 10,Região Sul,13101-191,Campinas,SP,19,3368-1378,,aper@aper.org.br,,,www.aper.org.br,,Assistência Social,,,,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social (SMCAIS) de Campinas",https://docs.google.com/open?id=0B87mzxyNyjjhdDdHRXc1cXNBdDA,Relação de entidades que integram a Rede Socioassistencial confinanciada pela SMCAIS,28/10/2012,,,,,PSB - SCFV - Crianças e adolescentes de 06 a 14 anos e 11 meses,,Campinas,sem ponto,Associação,São Paulo,Rede Socioassistencial,Região Sul,Administração Regional 10,,,,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,,,,,,,,,
