tipo do objeto,tipo,nome por extenso,título,nome,importar,código das escolas,endereço,nº,bairro,Distrito,Sub-prefeitura,CeP,município,DDD,telefone,e-mail,Site,CNPJ,Categoria,Fonte,Link,Texto Link,Data,descrição,Palavras-chave,Palavras-chave (Categoria),Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave,público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,público-alvo 7,público-alvo 8,público-alvo 9,público-alvo 10,público-alvo 11
R,Telecentro,O Telecentro Jardim Virginia,,Telecentro Jardim Virginia,sim,,Rua Jacy Vieira,"187, casa 1",Jardim Virginia,Itaim Paulista,Itaim Paulista,08120-610,São Paulo,(11),3678-0490,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Itaim Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Marista,,Telecentro Marista,sim,,Rua Areado,80,Jardim Robru,Vila Curuçá,Itaim Paulista,08150-210,São Paulo,(11),2016-5233,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Vila Curuçá,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Nove de Julho,,Telecentro Nove de Julho,sim,,Rua Varzelândia,71,Jardim Pedro José Nunes,Vila Jacuí,São Miguel Paulista,08061-320,São Paulo,(11),2058-2264,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Vila Jacuí,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Parque Santa Amélia,,Telecentro Parque Santa Amélia,sim,,Rua Timoteo Correa de Góes,100 A,Parque Santa Amélia,Itaim Paulista,Itaim Paulista,08122-490,São Paulo,(11),2562-0062,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Itaim Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Raça Negra,,Telecentro Raça Negra,sim,,Rua São Gonçalo do Rio das Pedras,200,Vila Mara,Jardim Helena,São Miguel Paulista,08081-000,São Paulo,(11),2025-8677,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Jardim Helena,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Sampav,,Telecentro Sampav,sim,,Rua Ferreira de Lemos,55,Jardim Nélia,Itaim Paulista,Itaim Paulista,08142-060,São Paulo,(11),2025-6670,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Itaim Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Sítio da Casa Pintada,,Telecentro Sítio da Casa Pintada,sim,,Rua Erva de Carpinteiro,51,Jardim Casa Pintada,Vila Jacuí,São Miguel Paulista,08040-640,São Paulo,(11),2051-6934,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Vila Jacuí,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Vida Melhor,,Telecentro Vida Melhor,sim,,Rua Adão Manoel da Silva,16C,Vila Nova União,Vila Jacuí,São Miguel Paulista,08071-066,São Paulo,(11),2031-3885,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Vila Jacuí,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Vila Mara,,Telecentro Vila Mara,sim,,Rua São Gonçalo do Rio das Pedras,s/n,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08081-000,São Paulo,(11),2585-2466,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,São Miguel Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Vila Progresso,,Telecentro Vila Progresso,sim,,Rua Inaja Guaçu,13,Vila Progresso,São Miguel Paulista,São Miguel Paulista,08041-410,São Paulo,(11),2054-1292,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,São Miguel Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O Telecentro Vivendo e Aprendendo,,Telecentro Vivendo e Aprendendo,sim,,Rua Imburana,149,Vila Progresso,São Miguel Paulista,São Miguel Paulista,08245-400,São Paulo,(11),2054-2693,,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,São Miguel Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O telecentro está localizado no Centro de Educação Unificado (CEU) Três Pontes. Esse,,Telecentro CEU Três Pontes,sim,,Rua Capachós,400,Jardim Célia,Jardim Helena,São Miguel Paulista,08191-330,São Paulo,(11),3678-5383/3678-5384,ceutrespontes@prefeitura.sp.gov.br,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Jardim Helena,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O telecentro está localizado no Centro de Educação Unificado (CEU) Vila Curuçá “João Cabral de Mello Neto”. Esse,,Telecentro CEU Vila Curuçá “João Cabral de Mello Neto”,sim,,Avenida Marechal Tito,3452,Jardim Silva Teles,Itaim Paulista,Itaim Paulista,08160-495,São Paulo,(11),6563-6137,ceucurucabiblioteca@prefeitura.sp.gov.br,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Itaim Paulista,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O telecentro está localizado no Centro de Educação Unificado (CEU) Parque Veredas “Paulo Leminski”. Esse,,Telecentro CEU Parque Veredas “Paulo Leminski”,sim,,Rua Daniel Muller,347,Chácara Dona Olívia,Itaim Paulista ,Itaim Paulista ,08141-290,São Paulo,(11),2563-6212 ,ceupqveredasbiblioteca@prefeitura.sp.gov.br,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Itaim Paulista ,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O telecentro está localizado no Centro de Educação Unificado (CEU) Parque São Carlos “Barbosa Lima Sobrinho”. Esse,,Telecentro CEU Parque São Carlos “Barbosa Lima Sobrinho”,sim,,Rua Clarear,141,Jardim São Carlos,Vila Jacuí,São Miguel Paulista,08062-590,São Paulo,(11),2045-4261 ,ceupqsaocarlosbiblioteca@prefeitura.sp.gov.br,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Vila Jacuí,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Telecentro,O telecentro está localizado no Centro de Educação Unificado (CEU) Quinta do Sol. Esse,,Telecentro CEU Quinta do Sol,sim,,Avenida Luiz Imparato,564,Parque Císper,Ermelino Matarazzo,Ermelino Matarazzo,03819-160,São Paulo,(11),3396-8591,ceuquintadosol@prefeitura.sp.gov.br,www.telecentros.sp.gov.br,,Educação ,Portal da Prefeitura Municipal de São Paulo,www.telecentros.sp.gov.br,Telecentros de São Paulo,19/07/2012,,Educação e Sustentabilidade,Inclusão Digital,Ermelino Matarazzo,Telecentro,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque das Águas,,Parque das Águas,sim,,Rua Desembargador Mario Guimarães,s/n,Cidade Kemel,Itaim Paulista,Itaim Paulista,08130-150,São Paulo,(11),2561-5654,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=38271,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,"diariamente, das 6h às 18h ",Educação e Sustentabilidade,,Itaim Paulista,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Chácara das Flores,,Parque Chácara das Flores,sim,,Estrada Dom João Nery,3551,Jardim Bartira,Vila Curuçá,Itaim Paulista,08151-000,São Paulo,(11),2963-1055,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=5737,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,6h às 18h ,Educação e Sustentabilidade,,Vila Curuçá,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Chico Mendes,,Parque Chico Mendes,sim,,Rua Cembira,1201,Vila Curuçá Velho,Vila Curuçá,Itaim Paulista,08032-010,São Paulo,(11),2035-2270,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=5739,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,diariamente das 7h às 18h,Educação e Sustentabilidade,,Vila Curuçá,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Linear Água Vermelha,,Parque Linear Água Vermelha,sim,,Avenida Euclides Fonseca,s/n,Jardim Miragaia,Vila Curuçá,Itaim Paulista,08022-100,São Paulo,,,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=38273,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,,Educação e Sustentabilidade,,Vila Curuçá,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Linear Itaim,,Parque Linear Itaim,sim,,Avenida Tarciso Mendes Lima,s/n,Vila Alabama,Itaim Paulista,Itaim Paulista,08110-710,São Paulo,,,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=23080,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,,Educação e Sustentabilidade,,Itaim Paulista,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Santa Amélia,,Parque Santa Amélia,sim,,Rua Timóteo Correia de Goes,30,Jardim das Oliveiras,Itaim Paulista,Itaim Paulista,08122-490,São Paulo,(11),2963-3382,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=5768,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,6h às 18h,Educação e Sustentabilidade,,Itaim Paulista,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Vila Silvia,,Parque Vila Silvia,sim,,Rua Carlos Barbosa,365,Vila Silvia,,,03820-100,São Paulo,(11),2545-4944,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=23089,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,6h às 18h,Educação e Sustentabilidade,,,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Natural Quississana,,Parque Natural Quississana,sim,,Rua Capitão Enéas dos Santos Pinto,s/n,Vila Conceição ,Itaim Paulista,Itaim Paulista,08151-050,São Paulo,,,,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/index.php?p=23088,,Meio Ambiente,Secretaria Municipal do Verde e do Meio Ambiente,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/parques/regiao_leste/,Parques da Cidade de São Paulo,20/07/2012,,Educação e Sustentabilidade,,Itaim Paulista,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Unidade de Áreas Verdes,A Unidade de Áreas Verdes (UAV) São Miguel Paulista,,Unidade de Áreas Verdes São Miguel Paulista,sim,,Rua Ana Flora Pinheiro de Sousa,76,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08060-150,São Paulo,(11),2297-9200,,,,Meio Ambiente,Subprefeitura São Miguel Paulista,http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/São_miguel_paulista/noticias/?p=31041,Unidade de áreas verdes,20/07/2012,"Na Unidade de Áreas Verdes podem ser retiradas mudas das 08h00 às 18h00. Previamente, deve ser feita uma solicitação na Praça de Atendimento da Subprefeitura de São Miguel Paulista.",Educação e Sustentabilidade,Meio Ambiente,São Miguel Paulista,Administração Pública,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Ecopontos,O Ecoponto Imperador,,Ecoponto Imperador,sim,,Av. Ribeirão Jacu,201 (Baixos do Viaduto Jacu Pêssego),,,São Miguel Paulista,08420-500,São Paulo,(11),2052-9679/0800-7777156,,,,Meio Ambiente,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/servicos/amlurb/ecopontos/index.php?p=4626,ecopontos,20/07/2012,segunda à sábado das 6h às 22h e aos domingos e feriados das 6h às 18h.,Educação e Sustentabilidade,Meio Ambiente,,Ecoponto,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Ecopontos,O Ecoponto Carlito Maia,,Ecoponto Carlito Maia,sim,,Rua Domingos Fernandes Nobre,109,,,São Miguel Paulista,08190-300,São Paulo,(11),2586-0709/0800-7777156,,,,Meio Ambiente,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/servicos/amlurb/ecopontos/index.php?p=4626,ecopontos,20/07/2012,segunda à sábado das 6h às 22h e aos domingos e feriados das 6h às 18h.,Educação e Sustentabilidade,Meio Ambiente,,Ecoponto,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Ecopontos,O Ecoponto Pedro Nunes,,Ecoponto Pedro Nunes,sim,,Rua da Polka,100,,,São Miguel Paulista,08061-540,São Paulo,(11),2032-4197/0800-7777156,,,,Meio Ambiente,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/servicos/amlurb/ecopontos/index.php?p=4626,ecopontos,20/07/2012,segunda à sábado das 6h às 22h e aos domingos e feriados das 6h às 18h.,Educação e Sustentabilidade,Meio Ambiente,,Ecoponto,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Ecopontos,O Ecoponto Moreira,,Ecoponto Moreira,sim,,Rua João Batista de Godói,1164,,,Itaim Paulista,08111-430,São Paulo,(11),2156-7406/0800-7777156,,,,Meio Ambiente,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/servicos/amlurb/ecopontos/index.php?p=4626,ecopontos,20/07/2012,segunda à sábado das 6h às 22h e aos domingos e feriados das 6h às 18h.,Educação e Sustentabilidade,Meio Ambiente,,Ecoponto,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
R,Parque,O Parque Jacuí - Núcleo Eng. Antônio Arnaldo de Queiroz e Silva é um núcleo do Parque Ecológico Tietê e,,Parque Jacuí - Núcleo Eng. Antônio Arnaldo de Queiroz e Silva,sim,,Rua Catléias,911,Vila Jacuí/Vila União,Vila Jacuí,São Miguel Paulista,08071-100,São Paulo,,,,http://www.ecotiete.org.br/parquejacui,,Meio Ambiente,,,,20/07/2012,,Educação e Sustentabilidade,,Vila Jacuí,Parque,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
